predict,target
-0.11094,-0.25
-0.02788,0.14
-0.08539999999999999,0.12
-0.00504,0.49
0.1075,0.07
-0.01932,-0.36
-0.03202,-0.2
-0.22294,-0.41
0.15472,0.29
0.02786,0.31
-0.07046000000000001,-0.04
-0.00976,0.12
-0.0213,-0.05
-0.051239999999999994,0.12
0.31594,0.3
0.08657999999999999,0.34
-0.11422,-0.34
-0.05526,-0.28
-0.04826,0.16
0.014199999999999999,-0.26
-0.24745999999999999,-0.45
0.1246,-0.39
-0.03056,0.26
0.13262000000000002,0.29
0.05567999999999999,-0.38
-0.0622,-0.34
-0.11178,-0.07
-0.03772,0.18
-0.08259999999999999,0.45
0.029820000000000003,-0.03
0.009340000000000001,0.11
0.0473,0.37
-0.14508,0.3
0.08662,0.3
0.0302,0.06
0.0432,0.21
0.0277,-0.18
0.052199999999999996,0.26
0.04826,0.1
-0.09555999999999999,0.15
0.02952,0.06
0.022240000000000003,-0.13
-0.05956,0.06
-0.02524,-0.31
-0.19014,-0.46
-0.06626,-0.31
-0.0679,0.04
-0.25768,0.33
-0.03178,0.45
0.12858,-0.14
0.05704,-0.05
-0.17574,0.22
-0.031120000000000002,-0.33
-0.13518,-0.03
0.09952,0.43
0.1334,-0.19
-0.00542,0.14
0.060540000000000004,-0.16
-0.04884,-0.21
-0.13656000000000001,0.39
0.10086,0.08
-0.060599999999999994,0.08
0.06251999999999999,-0.46
0.0239,0.36
0.20123999999999997,0.42
0.04702,0.17
0.11327999999999999,0.28
-0.02704,0.48
-0.05344,0.12
-0.20966,-0.24
-0.11882,-0.02
0.067,-0.2
-0.02916,0.28
-0.14686,-0.22
-0.0097,0.23
-0.0513,0.02
-0.03352,-0.48
0.0132,-0.25
0.00668,0.11
0.07776,-0.18
-0.05132,0.21
-0.21332,-0.38
-0.027440000000000003,0.28
0.17425999999999997,-0.47
0.12125999999999999,0.15
-0.054459999999999995,-0.05
0.1594,-0.2
0.005659999999999999,0.03
-0.16562000000000002,-0.06
0.03708,0.04
0.0834,0.46
0.2369,-0.02
0.23015999999999998,-0.2
-0.02176,-0.17
-0.014079999999999999,0.26
0.07456,0.35
-0.06948,0.17
-0.00544,-0.17
0.035019999999999996,0.12
-0.07186,-0.43
0.13212,-0.45
0.15960000000000002,0.33
-0.01094,-0.16
-0.01016,-0.11
0.08476,0.3
0.12288,0.04
-0.14215999999999998,0.24
-0.0064,-0.38
0.15714,-0.25
-0.06294,0.14
-0.29218,-0.35
-0.16996,0.43
0.03398,-0.49
-0.253,0.47
-0.07168000000000001,-0.35
0.04325999999999999,-0.29
-0.05296,0.15
-0.03322,0.29
0.01876,0.04
0.06716,-0.18
-0.0085,-0.44
-0.1061,-0.22
0.0365,0.42
-0.04511999999999999,0.06
-0.0226,-0.06
0.20265999999999998,0.07
-0.015600000000000001,-0.32
-0.00716,0.1
-0.14632,-0.35
-0.00494,-0.34
-0.08374000000000001,0.14
0.19274000000000002,0.44
0.07384,-0.33
0.03422,-0.12
-0.24468,0.17
-0.04666000000000001,-0.18
-0.13552,-0.13
0.16097999999999998,0.17
0.0183,0.1
0.23802,0.28
-0.10016,0.45
-0.1594,-0.25
-0.01638,-0.22
0.00104,-0.27
-0.06064,-0.47
-0.03466,0.3
-0.10142,-0.28
-0.1012,0.34
-0.0029,0.38
0.26408000000000004,0.17
0.12804000000000001,0.11
-0.12882,-0.14
0.05986,-0.29
0.18004,0.49
0.09774,0.35
0.07826,-0.34
0.18872,-0.09
-0.08944,-0.15
0.0154,0.25
-0.22166,-0.41
0.21600000000000003,0.12
0.16842,-0.36
0.04492,-0.1
0.00026000000000000003,0.06
-0.0044800000000000005,0.5
-0.13246,0.07
-0.028999999999999998,0.19
-0.08446,0.2
-0.24170000000000003,0.0
0.14124,0.05
-0.00954,-0.28
-0.07826,0.4
0.02076,0.43
0.035179999999999996,-0.31
0.05968,-0.39
0.029660000000000002,-0.41
