predict,target
-0.25272,-0.17
-0.00636,-0.42
-0.03016,-0.26
0.2403,0.17
0.06038,-0.08
-0.07634,0.37
0.19768,0.31
-0.21386,0.11
-0.023039999999999998,0.11
0.13916,-0.43
0.08246,-0.1
-0.04994,-0.24
-0.17834,0.38
0.17794000000000001,-0.28
-0.0842,-0.18
-0.13455999999999999,-0.11
0.17888,-0.29
-0.25666,-0.23
-0.05022,-0.31
0.0659,-0.39
-0.09092,-0.42
-0.024,-0.32
0.18166000000000002,0.09
-0.25322,0.16
-0.24574000000000001,0.1
-0.01694,0.36
-0.12458,0.06
0.11986000000000001,0.09
-0.024239999999999998,-0.01
-0.10354,-0.3
0.09481999999999999,0.08
0.046079999999999996,0.23
-0.00438,0.13
-0.22948000000000002,0.24
0.11916,-0.19
0.04468,0.49
0.16428,-0.37
-0.13672,0.11
-0.09734,0.06
0.061660000000000006,-0.04
-0.25098,0.27
-0.05598,0.04
-0.00626,-0.12
-0.14968,0.16
-0.07836,0.41
0.14221999999999999,0.19
0.02948,0.1
0.20123999999999997,-0.31
0.12914,0.15
-0.02522,-0.15
0.13232,-0.16
-0.16577999999999998,0.06
0.19943999999999998,-0.42
-0.14424,-0.25
0.013819999999999999,-0.41
0.14068,0.42
-0.23596,-0.1
-0.061040000000000004,-0.17
0.175,0.43
-0.06128,0.17
-0.07106,0.35
0.17306000000000002,0.06
-0.23246,-0.02
0.08642,0.42
0.00066,-0.2
-0.023639999999999998,0.4
0.01208,-0.3
0.04366,0.16
0.034140000000000004,-0.46
0.21582,-0.34
0.068,0.06
0.00398,-0.34
-0.07384,0.24
0.08884,0.4
-0.2798,0.04
-0.06128,0.49
-0.07178,-0.38
0.20412,0.09
0.161,-0.21
-0.01832,0.3
-0.03982,0.3
0.0757,0.27
0.1574,-0.22
-0.23576,-0.17
-0.05762,-0.12
-0.03898,-0.42
0.18006,-0.37
-0.0547,0.35
0.17276,0.47
0.17412,0.39
0.19604,0.32
-0.029380000000000003,0.38
-0.0481,0.31
0.1936,0.44
-0.0326,-0.48
-0.2228,0.08
0.07905999999999999,0.0
-0.047240000000000004,0.0
0.04606,-0.23
0.0331,-0.32
-0.10472,-0.27
-0.0805,-0.27
-0.07578,-0.43
-0.15176,-0.21
-0.0934,0.4
-0.2286,0.19
-0.08816,0.45
0.11478,-0.36
0.0034799999999999996,-0.2
0.11614000000000001,-0.07
-0.24332,-0.3
-0.24044000000000001,0.25
-0.05072,0.3
-0.02084,-0.27
0.045279999999999994,0.02
-0.12996,-0.28
0.01598,-0.3
-0.09782,-0.19
0.0683,-0.0
-0.03712,-0.17
0.09820000000000001,-0.38
0.08268,0.24
0.06866,0.04
-0.04341999999999999,-0.33
0.14454,0.35
-0.053739999999999996,0.0
0.08488,0.14
-0.08316000000000001,-0.31
0.18109999999999998,0.11
-0.23638,0.23
-0.00526,-0.24
0.0526,0.42
-0.19440000000000002,-0.35
-0.01572,0.44
-0.00598,-0.27
-0.24928,0.06
-0.26276,0.07
-0.28964,0.15
-0.01936,0.4
0.14504,0.23
0.14426,0.08
0.11428,-0.3
-0.00214,0.29
0.1272,-0.19
0.10084,-0.05
-0.0889,0.4
0.05894,-0.24
-0.06138,-0.42
-0.08764,0.26
0.15978,-0.18
-0.03412,0.32
0.01288,0.48
-0.13698,-0.03
0.01582,0.29
0.12986,-0.13
0.11198000000000001,-0.17
-0.0027,0.26
0.16788,0.38
0.05284,0.22
-0.0070599999999999994,-0.47
-0.1074,-0.25
-0.01656,-0.39
-0.2697,0.38
0.07344,0.28
-0.07200000000000001,0.3
0.03992,-0.26
-0.24462,0.44
-0.041260000000000005,0.01
0.03566,0.31
-0.0687,-0.05
-0.02474,0.07
-0.07948000000000001,-0.41
-0.00054,-0.29
0.12956,0.22
0.18134,0.26
0.02448,-0.23
0.10583999999999999,-0.02
0.07744,-0.09
0.16972,0.19
-0.053200000000000004,0.14
-0.0334,0.29
0.17254000000000003,0.1
0.1437,0.08
-0.03104,0.12
-0.26052,-0.39
0.09172000000000001,0.03
-0.0444,-0.15
0.0024,-0.37
0.06341999999999999,-0.09
-0.25964,-0.4
-0.26893999999999996,-0.27
-0.2697,-0.12
-0.24358000000000002,0.43
0.04752,-0.49
-0.19405999999999998,0.04
-0.07902,-0.07
-0.04096,0.18
0.16966,-0.49
-0.06522,0.4
-0.02588,0.28
-0.03168,0.17
0.07746,0.12
0.13916,0.0
0.0007599999999999999,0.44
-0.059059999999999994,-0.27
0.08676,0.48
