predict,target
0.057679999999999995,-0.21
-0.0007199999999999999,-0.04
-0.0481,0.37
0.1594,0.36
-0.06358,-0.15
-0.10294,0.05
0.03494,0.31
0.09078,-0.41
0.13276,0.3
0.03058,0.38
-0.07118000000000001,-0.44
-0.0692,-0.03
0.1618,0.25
-0.09827999999999999,0.27
0.15786,-0.18
0.18474000000000002,-0.35
0.0479,-0.13
-0.14638,-0.22
-0.0941,-0.28
-0.08747999999999999,0.26
0.15109999999999998,-0.11
0.07558,-0.45
-0.01252,0.26
0.04186,0.28
-0.00992,0.41
0.13406,-0.37
-0.12374,-0.49
-0.05872,-0.27
-0.10114000000000001,-0.03
0.20328,-0.45
-0.018520000000000002,-0.24
-0.0701,-0.05
0.03276,-0.37
-0.01114,-0.13
-0.03804,-0.44
0.15424,0.46
0.03252,0.28
-0.09720000000000001,0.31
0.00334,-0.32
0.15598,-0.36
-0.04582,0.2
-0.0009,-0.38
0.12948,0.09
0.06316,0.09
0.14348,0.39
0.16534,-0.4
-0.04746,0.44
-0.05452,-0.4
-0.07092,0.41
0.10183999999999999,0.39
0.1559,0.33
-0.00034,0.27
0.10566,0.11
0.0645,0.45
0.13492,-0.48
-0.05824,0.22
-0.11202,-0.29
-0.024300000000000002,0.18
-0.08984,-0.01
0.0131,0.1
-0.06838,0.42
0.20098,0.28
0.13046,-0.17
0.0018,0.04
-0.024980000000000002,-0.22
0.09462,-0.01
0.09539999999999998,0.32
-0.02308,-0.14
0.07898,-0.24
-0.06204,0.26
0.12872,-0.32
0.13498,-0.37
-0.03294,-0.42
0.08904,0.35
-0.09451999999999999,-0.08
0.10016,-0.18
-0.0512,0.26
0.18713999999999997,0.31
0.16252,0.2
-0.00804,0.44
-0.013859999999999999,-0.21
0.0571,-0.39
-0.06294,-0.1
0.07274,0.3
0.07564,-0.42
-0.02174,0.13
-0.0178,-0.01
-0.06242,-0.37
0.15704,-0.2
0.11272,0.19
0.06480000000000001,-0.1
0.011439999999999999,0.34
0.09788000000000001,0.28
-0.015300000000000001,-0.02
0.01926,-0.3
0.1216,0.03
0.22763999999999998,-0.25
0.14582,-0.14
-0.09795999999999999,-0.36
0.15561999999999998,0.06
-0.013500000000000002,-0.46
0.05684,0.3
-0.041139999999999996,0.21
0.11184,0.08
0.07724,-0.32
0.04766,-0.01
0.02176,0.41
-0.023639999999999998,0.17
0.21162,-0.02
0.08986000000000001,-0.37
0.1202,0.47
0.10112,-0.29
0.17784,0.03
0.15088,0.13
-0.0649,0.27
0.05532,0.4
0.08116,0.13
-0.04814,-0.3
0.06146,-0.08
-0.008020000000000001,0.11
-0.08346,-0.27
0.08826,-0.41
0.040119999999999996,0.5
0.07574,0.15
0.02748,-0.0
0.05804,-0.37
0.04108,0.3
0.16434,0.5
0.16297999999999999,-0.1
-0.09284,-0.48
-0.02218,-0.14
0.01038,0.41
-0.10448,-0.07
0.15706,0.45
-0.04138,-0.03
-0.017,0.39
0.08992000000000001,-0.15
0.042640000000000004,-0.41
-0.02104,-0.47
0.16082000000000002,0.13
0.01672,-0.2
0.1137,0.43
0.06492,-0.08
0.03596,0.4
0.0025800000000000003,0.27
-0.03788,-0.15
0.00234,-0.28
0.10698,-0.09
0.12646000000000002,0.4
0.10206,0.44
0.05792,0.3
0.19832,0.05
-0.0391,-0.24
-0.06881999999999999,-0.02
0.01532,-0.27
0.07544,-0.3
-0.0064800000000000005,0.01
0.04704,-0.06
0.04766,-0.48
-0.054880000000000005,0.33
0.01726,0.2
-0.01256,-0.21
0.1222,-0.06
-0.09108000000000001,-0.07
-0.048479999999999995,-0.09
-0.08073999999999999,-0.32
-0.11318,0.0
-0.07339999999999999,-0.02
-0.022160000000000003,0.33
0.11800000000000001,-0.06
0.040819999999999995,0.36
0.07332,-0.21
-0.00584,-0.34
0.10814,0.11
0.059160000000000004,-0.0
0.02054,0.37
0.1808,0.31
0.15736,-0.01
-0.07338,-0.29
-0.04412,-0.37
-0.10388,0.2
0.02404,-0.43
0.02506,0.45
0.09034,-0.39
