predict,target
-0.03606,-0.41
0.17923999999999998,0.41
-0.07804,0.44
0.2029,0.22
-0.08484,-0.15
-0.18514,-0.28
-0.0232,0.15
-0.04498,0.42
0.21154,0.18
0.11064,-0.47
0.17954,0.31
-0.00392,-0.29
0.07328,0.05
-0.17373999999999998,-0.36
-0.0053,-0.24
0.03718,0.45
0.08126,-0.3
-0.15614,-0.07
-0.061079999999999995,0.39
0.1833,0.42
0.18702000000000002,-0.27
-0.24138,0.02
0.08070000000000001,-0.27
0.09954,-0.16
-0.10048,0.31
0.41024,0.49
-0.00046,-0.35
0.0034999999999999996,-0.23
0.05372,-0.02
0.16902,0.2
0.13852,0.28
0.09498,-0.06
0.07746,0.1
0.011359999999999999,-0.05
-0.05106,-0.09
-0.12018000000000001,-0.13
-0.09954,0.04
-0.1025,0.28
-0.13652,-0.04
-0.09898,-0.38
0.2278,0.0
-0.0605,-0.05
0.13574,-0.07
-0.03644,-0.21
0.05224,0.14
0.028159999999999998,0.25
-0.14386,-0.32
0.15148,-0.27
-0.1592,0.0
0.021920000000000002,-0.27
-0.0286,-0.03
0.022000000000000002,-0.38
0.06462,-0.4
-0.034620000000000005,0.0
0.05682,-0.35
0.0451,-0.49
0.09444000000000001,-0.08
-0.11227999999999999,-0.22
-0.19835999999999998,0.25
-0.02382,-0.49
0.013380000000000001,-0.27
-0.01016,0.15
-0.04632,0.03
-0.1115,-0.04
-0.00248,0.26
-0.09051999999999999,-0.2
0.20276,0.44
-0.24416000000000002,-0.43
0.10827999999999999,0.36
-0.08086,-0.48
0.09224,-0.37
0.07672,0.01
0.03248,0.29
0.13302,-0.38
-0.08694,0.32
-0.09949999999999999,0.49
0.07116,-0.11
0.05248,-0.09
-0.09446,-0.14
0.00628,-0.01
0.18905999999999998,-0.03
-0.12634,0.34
0.09888,-0.37
-0.05634,0.43
-0.07404,-0.35
0.07318,0.35
0.22014,-0.13
-0.13948,-0.3
-0.04178,-0.14
-0.01728,0.24
-0.16327999999999998,0.47
-0.18392,-0.22
0.19838,0.35
-0.13454,-0.45
-0.06324,0.11
0.10348,0.19
0.09792,0.33
0.06448000000000001,0.37
-0.10946,0.07
0.01726,-0.29
0.0533,-0.39
-0.22598,-0.48
-0.2242,-0.25
-0.01644,0.08
-0.1379,0.16
-0.18814,-0.28
0.0859,-0.1
-0.14666,-0.45
-0.08172,-0.13
0.13949999999999999,0.2
-0.0906,0.07
-0.06052,-0.42
0.02326,0.23
0.19716,0.3
0.01608,0.19
0.07156,-0.3
-0.08238,0.03
0.11779999999999999,0.44
0.01768,0.23
0.13838,-0.44
-0.03766,0.24
-0.059539999999999996,-0.35
0.32144,0.41
-0.07182000000000001,-0.26
-0.045599999999999995,-0.27
-0.01328,-0.16
0.11744,-0.31
-0.03754,0.49
-0.05986,0.19
0.01818,-0.46
0.25272,-0.44
-0.02182,-0.34
-0.13546,-0.16
-0.19878,0.35
-0.24752,0.24
-0.01702,-0.34
-0.26245999999999997,0.23
-0.09658,-0.31
-0.08295999999999999,0.12
0.19016,-0.29
0.07293999999999999,0.05
-0.10968,-0.31
0.025699999999999997,-0.22
0.09147999999999999,0.18
-0.023559999999999998,-0.21
-0.12902,-0.28
0.09210000000000002,-0.07
-0.0020399999999999997,-0.48
-0.15596,0.14
-0.10093999999999999,-0.18
0.08252000000000001,0.49
0.25688,0.38
0.11262,0.12
0.006860000000000001,-0.14
-0.012159999999999999,0.38
0.01976,-0.3
0.20724,0.49
0.11978,-0.18
0.13912000000000002,0.15
-0.06156,-0.05
-0.10058,-0.22
-0.0592,-0.32
0.11932000000000001,0.03
-0.02188,0.16
0.09926,-0.32
-0.09087999999999999,-0.31
-0.13757999999999998,-0.11
-0.050620000000000005,0.14
-0.15546,-0.17
